PLANT,COMPANY,CAPACITY,YEAR,FUEL_TYPE,CITY,STATE,LATITUDE,LONGITUDE,STATUS
SPSA POWER PLANT,SOUTHEASTERN PUB SERV AUTH,60,1987,REF,Portsmouth,VA,36.81449,-76.37566,operational
SUFFOLK LANDFILL,ENERGY TACTICS INC,0.80,1994,LGAS,Suffolk,VA,36.86278,-76.56501,operational
SUFFOLK LANDFILL,ENERGY TACTICS INC,0.80,1994,LGAS,Suffolk,VA,36.86278,-76.56501,operational
SUFFOLK LANDFILL,ENERGY TACTICS INC,0.80,1994,LGAS,Suffolk,VA,36.86278,-76.56501,operational
SUFFOLK LANDFILL,ENERGY TACTICS INC,0.80,1994,LGAS,Suffolk,VA,36.86278,-76.56501,operational
VIRGINIA BEACH LANDFILL,INDUST POWER GEN CORP,12,2001,LGAS,Virginia Beach,VA,36.84069,-76.05537,operational
WEST POINT MILL,ST LAURENT PAPER PRODUCTS CO,100,0,WOOD,West Point,VA,37.62174,-76.91546,operational
ST CROIX (VI) MSW,VIRGIN ISLANDS WTR & PWR,2,1987,REF,Saint Croix,VI,0.00000,0.00000,operational
ST THOMAS MSW,VIRGIN ISLANDS WTR & PWR,2,1986,REF,Saint Thomas,VI,0.00000,0.00000,operational
BEECHER FALLS,ETHAN ALLEN,0.20,1983,WOOD,Beecher Falls,VT,45.01031,-71.51238,operational
BRATTLEBORO LANDFILL,VERMONT ENERGY RECOVERY,0.25,1991,LGAS,Brattleboro,VT,42.87508,-72.67755,operational
BRATTLEBORO LANDFILL,VERMONT ENERGY RECOVERY,0.25,1991,LGAS,Brattleboro,VT,42.87508,-72.67755,operational
BRATTLEBORO LANDFILL,VERMONT ENERGY RECOVERY,0.08,1982,LGAS,Brattleboro,VT,42.87508,-72.67755,operational
BRATTLEBORO LANDFILL,VERMONT ENERGY RECOVERY,0.08,1982,LGAS,Brattleboro,VT,42.87508,-72.67755,operational
BRATTLEBORO LANDFILL,VERMONT ENERGY RECOVERY,0.08,1982,LGAS,Brattleboro,VT,42.87508,-72.67755,operational
BRATTLEBORO LANDFILL,VERMONT ENERGY RECOVERY,0.08,1982,LGAS,Brattleboro,VT,42.87508,-72.67755,operational
BURLINGTON LANDFILL,PHILLIPS ENERGY INC,0.35,1992,LGAS,Burlington,VT,44.49835,-73.22491,operational
BURLINGTON LANDFILL,PHILLIPS ENERGY INC,0.35,1992,LGAS,Burlington,VT,44.49835,-73.22491,operational
COVENTRY LANDFILL,WASHINGTON (VT) ELEC COOP,0.80,2005,LGAS,Coventry,VT,44.85670,-72.23269,operational
COVENTRY LANDFILL,WASHINGTON (VT) ELEC COOP,0.80,2005,LGAS,Coventry,VT,44.85670,-72.23269,operational
COVENTRY LANDFILL,WASHINGTON (VT) ELEC COOP,0.80,2005,LGAS,Coventry,VT,44.85670,-72.23269,operational
GILMAN (VT),GEORGIA-PACIFIC CORP,3,1985,WOOD,Gilman,VT,44.41355,-71.74813,operational
HIGHGATE LANDFILL,YOUNGS CONSTRUCTION,0.20,1984,LGAS,Highgate,VT,0.00000,0.00000,operational
JC MCNEIL,BURLINGTON ELECTRIC DEPT,50,1984,WOOD,Burlington,VT,44.49835,-73.22491,operational
MIDDLEBURY COLLEGE,MIDDLEBURY COLLEGE,0.20,1985,WOOD,Middlebury,VT,44.01061,-73.16014,operational
MIDDLEBURY FOSTER,FOSTER BROTHERS FARM,0.13,1985,DGAS,Middlebury,VT,44.01061,-73.16014,operational
RUTLAND COGEN,ENERGY TACTICS INC,0.40,1986,WOOD,Rutland,VT,43.64719,-72.92842,operational
RYEGATE,SUEZ ENERGY GENERATION NA,16.50,1992,WOOD,East Ryegate,VT,44.22033,-72.07873,operational
ABERDEEN MILL,SIERRA PACIFIC INDUSTRIES,18,2003,WOOD,Aberdeen,WA,47.00783,-123.78066,operational
BREMERTON WWTP,CITY OF BREMERTON,0.14,0,DGAS,Bremerton,WA,47.59755,-122.62460,operational
CAMAS MILL,PACIFICORP,52.20,1996,LIQ,Camas,WA,45.65648,-122.37803,operational
COLVILLE,VAAGEN BROTHERS LUMBER,4,1980,WOOD,Colville,WA,48.69682,-117.79173,operational
COWLITZ LONGVIEW,LONGVIEW FIBRE CO,3.50,0,LIQ,Longview,WA,46.20633,-123.08030,operational
COWLITZ LONGVIEW,LONGVIEW FIBRE CO,10,0,LIQ,Longview,WA,46.20633,-123.08030,operational
COWLITZ LONGVIEW,LONGVIEW FIBRE CO,6,0,LIQ,Longview,WA,46.20633,-123.08030,operational
COWLITZ LONGVIEW,LONGVIEW FIBRE CO,21.76,0,LIQ,Longview,WA,46.20633,-123.08030,operational
COWLITZ LONGVIEW,LONGVIEW FIBRE CO,25,0,LIQ,Longview,WA,46.20633,-123.08030,operational
COWLITZ LONGVIEW,LONGVIEW FIBRE CO,2.50,0,LIQ,Longview,WA,46.20633,-123.08030,operational
EVERETT SCOTT,SCOTT PAPER CO,52.20,1996,WOOD,Everett,WA,47.99473,-122.20165,operational
KETTLE FALLS,AVISTA CORP,50.70,1983,WOOD,Kettle Falls,WA,48.85731,-118.05927,operational
LONGVIEW MILL,WEYERHAEUSER CO,5,1948,LIQ,Longview,WA,46.20633,-123.08030,operational
LOTT WWTP,THURSTON COUNTY,0.50,0,DGAS,,WA,0.00000,0.00000,operational
LRI LANDFILL,PUYALLUP ENERGY RECOVERY CO,0.93,1999,LGAS,Graham,WA,47.02579,-122.29048,operational
LRI LANDFILL,PUYALLUP ENERGY RECOVERY CO,0.93,1999,LGAS,Graham,WA,47.02579,-122.29048,operational
LRI LANDFILL,PUYALLUP ENERGY RECOVERY CO,0.93,1999,LGAS,Graham,WA,47.02579,-122.29048,operational
NORTH SIDE LANDFILL,MINNESOTA METHANE LLC,0.45,1998,LGAS,Spokane,WA,47.66104,-117.43338,operational
NORTH SIDE LANDFILL,MINNESOTA METHANE LLC,0.45,1998,LGAS,Spokane,WA,47.66104,-117.43338,operational
OMAK WOOD,QUALITY VENEER & LUMBER,5,1978,WOOD,Omak,WA,48.41726,-119.51166,operational
OMAK WOOD,QUALITY VENEER & LUMBER,7.50,1978,WOOD,Omak,WA,48.41726,-119.51166,operational
PORT TOWNSEND,PORT TOWNSEND PAPER CO,18,0,WOOD,Port Townsend,WA,48.10324,-122.83457,operational
ROOSEVELT LANDFILL,KLICKITAT COUNTY PUD 1,2.10,1999,LGAS,Roosevelt,WA,45.86637,-120.38342,operational
ROOSEVELT LANDFILL,KLICKITAT COUNTY PUD 1,2.10,1999,LGAS,Roosevelt,WA,45.86637,-120.38342,operational
ROOSEVELT LANDFILL,KLICKITAT COUNTY PUD 1,2.10,1999,LGAS,Roosevelt,WA,45.86637,-120.38342,operational
ROOSEVELT LANDFILL,KLICKITAT COUNTY PUD 1,2.10,1999,LGAS,Roosevelt,WA,45.86637,-120.38342,operational
ROOSEVELT LANDFILL,KLICKITAT COUNTY PUD 1,2.10,1999,LGAS,Roosevelt,WA,45.86637,-120.38342,operational
SKAGIT COUNTY WTE,SKAGIT COUNTY,2.50,1988,REF,Mount Vernon,WA,48.42207,-122.36419,operational
SOUTH TREATMENT,KING COUNTY,1,2004,DGAS,Renton,WA,47.46867,-122.21410,operational
SPOKANE COUNTY WTE,WHEELABRATOR TECHNOLOGIES,26,1991,REF,Spokane,WA,47.66104,-117.43338,operational
SPOKANE WWTP,CITY OF SPOKANE,0.30,0,DGAS,Spokane,WA,47.66104,-117.43338,operational
TACOMA LANDFILL,MINNESOTA METHANE LLC,0.95,1998,LGAS,Tacoma,WA,47.25331,-122.43670,operational
TACOMA LANDFILL,MINNESOTA METHANE LLC,0.95,1998,LGAS,Tacoma,WA,47.25331,-122.43670,operational
WATSONVILLE (WA) WTE,HMM CORP,2.50,1986,REF,Watsonville,WA,0.00000,0.00000,operational
WEST POINT TREATMENT,KING COUNTY,1.30,1983,DGAS,Seattle,WA,47.61198,-122.33146,operational
WEST POINT TREATMENT,KING COUNTY,1.30,1983,DGAS,Seattle,WA,47.61198,-122.33146,operational
WEST POINT TREATMENT,KING COUNTY,1.30,1983,DGAS,Seattle,WA,47.61198,-122.33146,operational
BARRON COUNTY,ZAC INC,0.27,1986,REF,Almena,WI,45.41059,-92.01813,operational
BAY FRONT,NORTHERN STATES POWER (WI),20,1954,WOOD,Ashland,WI,46.50437,-90.73843,operational
BAY FRONT,NORTHERN STATES POWER (WI),28,1960,WOOD,Ashland,WI,46.50437,-90.73843,operational
BIRON COGEN,STORA ENSO NORTH AMERICA CORP,32,1968,WOOD,Wisconsin Rapids,WI,44.36200,-89.78469,operational
DANE COUNTY LANDFILL,DANE COUNTY PUBLIC WORKS,0.80,1995,LGAS,Verona,WI,42.96056,-89.57506,operational
DEERE RIDGE RUN FARMS,DEERE RIDGE RUN FARMS,0.20,2002,BGAS,Amherst Junction,WI,44.54337,-89.28227,operational
DOUBLE S DAIRY,DOUBLE S DAIRY,0.16,2004,BGAS,Markesan,WI,43.74410,-89.01103,operational
EAU CLAIRE WWTP,NORENCO CORP,0.59,1988,DGAS,Eau Claire,WI,44.72465,-91.50762,operational
EAU CLAIRE WWTP,NORENCO CORP,0.59,1988,DGAS,Eau Claire,WI,44.72465,-91.50762,operational
METRO GAS RECOVERY,BIO-ENERGY PARTNERS,3.20,1985,LGAS,Franklin,WI,42.89226,-88.01004,operational
METRO GAS RECOVERY,BIO-ENERGY PARTNERS,3.20,1985,LGAS,Franklin,WI,42.89226,-88.01004,operational
FRENCH ISLAND,NORTHERN STATES POWER (WI),16,1940,REF,La Crosse,WI,43.80407,-91.14395,operational
FRENCH ISLAND,NORTHERN STATES POWER (WI),15.30,1948,REF,La Crosse,WI,43.80407,-91.14395,operational
GORDONDALE FARMS,GORDONDALE FARMS,0.14,2002,BGAS,Nelsonville,WI,44.49457,-89.31053,operational
KAUKAUNA WWTP,HEART OF THE VALLEY MET SEWAGE,0.03,2002,DGAS,Kaukauna,WI,44.34576,-88.25172,operational
LADYSMITH COGEN,POPE & TALBOT,5,1987,WOOD,Ladysmith,WI,45.51867,-91.12642,operational
MALLARD RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,1996,LGAS,Delavan,WI,42.66949,-88.69332,operational
MALLARD RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,1996,LGAS,Delavan,WI,42.66949,-88.69332,operational
MALLARD RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,1996,LGAS,Delavan,WI,42.66949,-88.69332,operational
MAPLE LEAF FARMS,MAPLE LEAF FARMS INC,0.20,2002,BGAS,Franksville,WI,42.79750,-88.02156,operational
OMEGA HILLS,BIO-ENERGY PARTNERS,3,1987,LGAS,Menomonee Falls,WI,43.13205,-88.12482,operational
OMEGA HILLS,BIO-ENERGY PARTNERS,3,1987,LGAS,Menomonee Falls,WI,43.13205,-88.12482,operational
OMEGA HILLS,BIO-ENERGY PARTNERS,3.30,2001,LGAS,Menomonee Falls,WI,43.13205,-88.12482,operational
OUTAGAMIE LANDFILL,JOHNSON CONTROLS INC,0.80,1991,LGAS,Appleton,WI,44.27866,-88.37948,operational
OUTAGAMIE LANDFILL,JOHNSON CONTROLS INC,0.80,1991,LGAS,Appleton,WI,44.27866,-88.37948,operational
OUTAGAMIE LANDFILL,JOHNSON CONTROLS INC,0.80,1991,LGAS,Appleton,WI,44.27866,-88.37948,operational
PARK FALLS FLAMBEAU,FLAMBEAU PAPER CO,5,1981,WOOD,Park Falls,WI,45.94189,-90.25104,operational
PHEASANT RUN LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Bristol,WI,42.56089,-88.01176,operational
PHEASANT RUN LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Bristol,WI,42.56089,-88.01176,operational
PHEASANT RUN LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Bristol,WI,42.56089,-88.01176,operational
ROTHSCHILD MILL,WEYERHAEUSER CO,9,1976,WOOD,Rothschild,WI,44.87801,-89.62060,operational
SAUK COUNTY LANDFILL,WISCONSIN POWER & LIGHT CO,0.24,2003,LGAS,Excelsior,WI,0.00000,0.00000,operational
STENCIL FARM,STENCIL FARM,0.13,2002,BGAS,Denmark,WI,44.38022,-87.84655,operational
STEVENS POINT CONSOL,STORA ENSO NORTH AMERICA CORP,2.50,1977,WOOD,Stevens Point,WI,44.50153,-89.56887,operational
SUN PRAIRIE WWTP,SUN PRAIRIE WATER & LIGHT,0.03,2001,DGAS,Sun Prairie,WI,43.20568,-89.21456,operational
THILMANY MILL,INTERNATIONAL PAPER CO,6,0,WOOD,,WI,0.00000,0.00000,operational
THILMANY MILL,INTERNATIONAL PAPER CO,11.30,0,WOOD,,WI,0.00000,0.00000,operational
THILMANY MILL,INTERNATIONAL PAPER CO,15.60,0,WOOD,,WI,0.00000,0.00000,operational
THILMANY MILL,INTERNATIONAL PAPER CO,7.50,0,WOOD,,WI,0.00000,0.00000,operational
TINEDALE FARM,AG ENVIRONMENTAL SOLUTIONS LLC,0.38,2001,BGAS,Kaukauna,WI,44.34576,-88.25172,operational
TOMAHAWK PAPERS,PACKAGING CORP OF AMERICA,5.60,1930,WOOD,Tomahawk,WI,45.45372,-89.82464,operational
TORK LANDFILL,AIR RESOURCES CORP,0.20,1993,LGAS,Wisconsin Rapids,WI,44.36200,-89.78469,operational
WAXDALE PLANT,SC JOHNSON & SON INC,3.20,2003,LGAS,Sturtevant,WI,42.71820,-87.92671,operational
WILD ROSE DAIRY,MICROGY COGENERATION SYSTEMS,0.78,2004,BGAS,Lafarge,WI,0.00000,0.00000,operational
WINNEBAGO COUNTY LANDFILL,WINNEBAGO COUNTY,3.20,1990,LGAS,Oshkosh,WI,44.06645,-88.54804,operational
FRANK,HOWES LEATHER CO,1.53,1982,WOOD,Franklin,WV,38.61741,-79.38396,operational
AFTON (WY),AFTON ENERGY CO,8.80,1983,WOOD,Afton,WY,42.71399,-110.91668,operational
WYOMING PREMIUM,WYOMING PREMIUM FARMS LLC,0.09,2003,BGAS,Wheatland,WY,42.05176,-104.96357,operational
STUTTGART (AR),RICELAND FOODS INC,5,0,BIOMASS,Stuttgart,AR,34.37495,-91.54363,planned
PHOENIX LANDFILL,MINNESOTA METHANE LLC,0.95,0,LGAS,Phoenix,AZ,33.45405,-112.07386,planned
PHOENIX LANDFILL,MINNESOTA METHANE LLC,0.95,0,LGAS,Phoenix,AZ,33.45405,-112.07386,planned
AZUSA LANDFILL,GES-KMS III,6.50,0,LGAS,Azusa,CA,34.12631,-117.90755,planned
KIEFER LANDFILL,SACRAMENTO MUN UTIL DIST,8.10,0,LGAS,Sacramento,CA,38.57725,-121.48683,planned
LA BIOCONVERTER,BIOCONVERTER LLC,40,2008,BGAS,Los Angeles,CA,33.97553,-118.25000,planned
SUNSHINE CANYON LANDFILL,GENESIS ENERGY SYSTEMS,3,0,LGAS,Sylmar,CA,34.36318,-118.26891,planned
SUNSHINE CANYON LANDFILL,GENESIS ENERGY SYSTEMS,3,0,LGAS,Sylmar,CA,34.36318,-118.26891,planned
MANCHESTER (CT) LANDFILL,MINNESOTA METHANE LLC,1.63,0,LGAS,Manchester,CT,41.78259,-72.52548,planned
YAWORSKI LANDFILL,MINNESOTA METHANE LLC,1.63,0,LGAS,Canterbury,CT,41.70492,-72.00930,planned
LEE/HENDRY COUNTY WTE,COVANTA ENERGY CORP,20,2006,REF,Fort Myers,FL,26.61316,-81.87333,planned
OKEELANTA FLO SUN,NEW HOPE POWER PARTNERSHIP,65,2007,BAG,South Bay,FL,26.63945,-80.79906,planned
SEMINOLE LANDFILL,DEKALB COUNTY GOVT,3.20,0,LGAS,Ellenwood,GA,33.66074,-84.25385,planned
MAUNA LOA NUT,MAUNA LOA NUT CO,1.50,2005,BIOMASS,Hilo,HI,19.71207,-155.24069,planned
MERIDIAN (ID),RENEWABLE ENERGY IDAHO,17.50,0,WOOD,Meridian,ID,43.60982,-116.40696,planned
CENTRAL ROAD LANDFILL,SEXTON ENERGY LLC,1.50,0,LGAS,Des Plaines,IL,42.04119,-87.89655,planned
CENTRAL ROAD LANDFILL,SEXTON ENERGY LLC,1.50,0,LGAS,Des Plaines,IL,42.04119,-87.89655,planned
HUNTER HAVEN FARMS,HUNTER HAVEN FARMS,0.20,0,BGAS,Pearl City,IL,42.27256,-89.83444,planned
WAUKEGAN LANDFILL,GAS RECOVERY SVCS,2.95,0,LGAS,Zion,IL,42.45925,-87.84878,planned
WESTCHESTER LANDFILL,SEXTON ENERGY LLC,1.50,0,LGAS,Westchester,IL,41.85459,-87.88426,planned
WESTCHESTER LANDFILL,SEXTON ENERGY LLC,1.50,0,LGAS,Westchester,IL,41.85459,-87.88426,planned
PEARL HOLLOW LANDFILL,EAST KENTUCKY POWER COOP INC,2,0,LGAS,Elizabethtown,KY,37.70483,-85.83159,planned
NORTH DUGAS LAND,CITY OF LAFAYETTE,0.35,0,LGAS,Lafayette,LA,30.24280,-91.99888,planned
NORTH DUGAS LAND,CITY OF LAFAYETTE,0.35,0,LGAS,Lafayette,LA,30.24280,-91.99888,planned
TAUNTON LANDFILL,MINNESOTA METHANE LLC,0.80,0,LGAS,Taunton,MA,41.89754,-71.11820,planned
HURLOCK (MD),ALLEN FAMILY FARMS,4,0,BIOMASS,Hurlock,MD,38.64713,-75.88242,planned
BRENT RUN LANDFILL,GRANGER ELECTRIC CO,0.80,0,LGAS,Montrose,MI,43.18240,-83.88228,planned
BRENT RUN LANDFILL,GRANGER ELECTRIC CO,0.80,0,LGAS,Montrose,MI,43.18240,-83.88228,planned
GRANITE FALLS ALFAFA,MINNESOTA VALLEY ALFAFA,75,0,BGAS,Granite Falls,MN,44.76391,-95.62964,planned
GREDEN FARM,GREDEN DAIRY & CROP FARM,0.10,0,BGAS,Altura,MN,44.11723,-91.95919,planned
MARSHALL PLANT,MINNESOTA CORN PROCESSORS LLC,0.58,0,BGAS,Marshall,MN,44.48555,-95.75619,planned
MONTGOMERY SENECA,ANAEROBICS INC,1.70,0,BGAS,Montgomery,MN,44.41209,-93.58573,planned
FULTON (MS),TWENTY-FIRST CENT ENERGY,200,0,WOOD,Fulton,MS,34.20492,-88.41702,planned
TZ OSBORNE WWTP,CITY OF GREENSBORO,0.80,0,DGAS,Greensboro,NC,36.04440,-79.85960,planned
TZ OSBORNE WWTP,CITY OF GREENSBORO,0.80,0,DGAS,Greensboro,NC,36.04440,-79.85960,planned
TZ OSBORNE WWTP,CITY OF GREENSBORO,0.80,0,DGAS,Greensboro,NC,36.04440,-79.85960,planned
TZ OSBORNE WWTP,CITY OF GREENSBORO,0.80,0,DGAS,Greensboro,NC,36.04440,-79.85960,planned
DAN KLUTHE FARMS,DAN KLUTHE FARMS,0.08,0,BGAS,Dodge,NE,41.64727,-96.85770,planned
DOUGLAS COUNTY LANDFILL,OMAHA PUBLIC POWER DIST,3.20,0,LGAS,Bennington,NE,41.36144,-96.18361,planned
EDISON LANDFILL,CALPINE CORP,3,0,LGAS,Edison,NJ,40.52274,-74.39644,planned
SAYREVILLE MIDDLESEX,NERC MIDDLESEX GENERATING CO,8,0,LGAS,Sayreville,NJ,40.46029,-74.36079,planned
SAYREVILLE MIDDLESEX,NERC MIDDLESEX GENERATING CO,8,0,LGAS,Sayreville,NJ,40.46029,-74.36079,planned
RATON BIOMASS,WESTERN WATER & POWER,35,0,WOOD,Raton,NM,36.77119,-104.43012,planned
TORRANCE COUNTY,WESTERN WATER & POWER,35,0,WOOD,Estancia,NM,34.75151,-106.14507,planned
ELLICOTTVILLE FITZPATRICK,FITZPATRICK & WELLER INC,0.45,0,WOOD,Ellicottville,NY,42.29112,-78.64939,planned
PERRY BIOGAS PROJECT,TOWN OF PERRY,0.73,0,DGAS,Perry,NY,42.73658,-78.01465,planned
ROUTE 9 LANDFILL,NEW YORK POWER AUTHORITY,2.50,0,LGAS,Cohoes,NY,42.77335,-73.71798,planned
TONAWANDA LANDFILL,GAS RECOVERY SVCS,3.20,0,LGAS,Tonawanda,NY,42.99957,-78.87646,planned
BAY VIEW WWTP,TOLEDO DEPT PUBLIC UTILITIES,8,0,LGAS,Toledo,OH,41.64173,-83.54472,planned
MONTGOMERY CO (OH) EXP,MONTGOMERY COUNTY SWA,6.20,0,REF,Dayton,OH,39.75776,-84.17774,planned
SOUTH POINT,BIOMASS ENERGY LLC,138,0,WOOD,South Point,OH,38.44120,-82.56134,planned
KEYES,NATHANIEL ENERGY CORP,15,0,TIRES,Keyes,OK,36.80857,-102.20914,planned
COFFIN BUTTE,PNGC POWER,0.10,0,LGAS,Corvallis,OR,44.65162,-123.27884,planned
TMF BIOGAS,PORTLAND GENERAL ELEC CO,3.85,0,BGAS,Boardman,OR,45.75090,-119.81115,planned
CENTRAL FALLS FW,FOSTER WHEELER ENERGY CORP,18.50,0,REF,Central Falls,RI,41.89196,-71.39399,planned
JOHNSTON LANDFILL,GES-KMS I,2,0,LGAS,Johnstown,RI,0.00000,0.00000,planned
NORTH SMITHFIELD LANDFILL,WILLIAMS ENERGY SYSTEMS,1.50,0,LGAS,North Smithfield,RI,41.97976,-71.54666,planned
ANDERSON REGIONAL LANDFILL,SANTEE COOPER,5.50,2005,LGAS,Anderson,SC,34.51121,-82.61744,planned
RICHLAND COUNTRY LANDFILL,SANTEE COOPER,5.50,2005,LGAS,,SC,0.00000,0.00000,planned
BORDEAUX LANDFILL,MINNESOTA METHANE LLC,0.95,0,LGAS,Nashville,TN,36.16214,-86.77579,planned
BORDEAUX LANDFILL,MINNESOTA METHANE LLC,0.95,0,LGAS,Nashville,TN,36.16214,-86.77579,planned
BORDEAUX LANDFILL,MINNESOTA METHANE LLC,0.95,0,LGAS,Nashville,TN,36.16214,-86.77579,planned
BORDEAUX LANDFILL,MINNESOTA METHANE LLC,0.95,0,LGAS,Nashville,TN,36.16214,-86.77579,planned
CHESTNUT RIDGE LANDFILL,BIO-ENERGY PARTNERS,0.80,0,LGAS,Heiskell,TN,36.15286,-84.02163,planned
AUSTIN LANDFILL,ECOGAS,6,0,LGAS,Austin,TX,30.22014,-97.74906,planned
COVEL GARDENS LANDFILL,BIO ENERGY LLC,10,2005,LGAS,San Antonio,TX,29.47678,-98.52796,planned
ROWLETT CREEK WWTP,GARLAND DEPT ENV RSRCS,3,0,DGAS,Garland,TX,32.93605,-96.61971,planned
SUNSET FARMS LANDFILL,GAS RECOVERY SYSTEMS LLC,3.80,0,LGAS,Austin,TX,30.22014,-97.74906,planned
ACCOMAC PERDUE,ACCOMAC THERMAL LLC,0.75,0,BIOMASS,Accomac,VA,37.71118,-75.65630,planned
WARRENTON LANDFILL,PEPCO ENERGY SERVICES INC,2,0,LGAS,Warrenton,VA,38.72093,-77.84437,planned
BURLINGTON LANDFILL,PHILLIPS ENERGY INC,0.80,0,LGAS,Burlington,VT,44.49835,-73.22491,planned
BURLINGTON LANDFILL,PHILLIPS ENERGY INC,0.80,0,LGAS,Burlington,VT,44.49835,-73.22491,planned
COVENTRY LANDFILL,WASHINGTON (VT) ELEC COOP,0.80,0,LGAS,Coventry,VT,44.85670,-72.23269,planned
CEDAR HILLS LANDFILL,ENERGY DEVELOPMENTS INC,26,2005,LGAS,Maple Valley,WA,47.41129,-122.00730,planned
LYNDEN BIOGAS,VANDER HAAK DAIRY LLC,0.29,0,DGAS,Lynden,WA,48.97613,-122.44074,planned
FIVE STAR DAIRY,FIVE STAR DAIRY,0.75,0,BGAS,Elk Mound,WI,44.86563,-91.73195,planned
SAUK COUNTY LANDFILL,WISCONSIN POWER & LIGHT CO,0.12,0,LGAS,Excelsior,WI,0.00000,0.00000,planned
SCHMIDT PONDEROSA DAIRY,MICROGY COGENERATION SYSTEMS,1,0,BGAS,Bonduel,WI,44.70935,-88.43927,planned
WPL BIOMASS,WISCONSIN POWER & LIGHT CO,50,2006,WOOD,,WI,0.00000,0.00000,planned
,Green Energy Hawaii,7.50,0,,Kauai,HI,21.94130,-159.51692,planned
,Cleaves & Company,4.50,0,,Kauai,HI,22.12344,-159.69339,planned
,"Barlow Projects, Inc.",5.30,0,,Kauai,HI,22.20137,-159.50206,planned
,County of Kauai,1,0,,"Kekaha, Kauai",HI,22.03443,-159.73317,planned
,City and County of Honolulu,3,0,,"Kapaa, Hawaii",HI,22.09199,-159.38220,planned
,Project Developer 1,22,0,,Hawaii,HI,21.30648,-157.86023,planned
,Project Developer 2,25,0,,Hawaii,HI,21.30227,-157.86332,planned
,Helena WWTP,0.35,0,,Helena,MT,46.52920,-112.17688,planned
,Anchorage Landfill Gas,8.70,0,,Anchorage,AK,61.21390,-149.87043,planned
,Alaska Fish Oil Biodiesel,0,0,,Denali,AK,62.15655,-149.89724,planned
,Jerome Cheese Company,2,0,,Jerome,ID,42.72412,-114.51678,planned
,Yellowstone Power,20,0,,Emmett,ID,43.87333,-116.49846,planned
,Thompson River Co-Gen,16.50,0,,Thompson Falls,MT,47.59681,-115.34220,planned
,Great Falls WWT Facility,0.50,0,,Great Falls,MT,47.50005,-111.29915,planned
,Douglas County Forest Products,8,0,,Roseburg,OR,43.21749,-123.34085,planned
,Collins Pine,20,0,,Lakeview,OR,42.18858,-120.34486,planned
,Sun Studys (Swanson Lumber),6,0,,Roseburg,OR,43.21749,-123.34085,planned
,Hampton Lumber,10,0,,Tillamook,OR,45.45632,-123.84205,planned
,Freres Lumber,10,0,,Lyons,OR,44.77422,-122.61356,planned
,Warm Springs Forest Products Industries,7.50,0,,Warm Springs,OR,44.76369,-121.26476,planned
,Rough & Ready Lumber,1.28,0,,Cave Junction,OR,42.16230,-123.64532,planned
,Columbia Boulevard WWTP,1.73,0,,Portland,OR,45.52383,-122.67535,planned
,Three Mile Canyon Dairy,8,0,,Boardman,OR,45.84001,-119.70011,planned
,Findley Butte Landfill,3,0,,Hermiston,OR,45.84051,-119.28882,planned
,Hampton Timber Mill,7.20,0,,Darrington,WA,48.25346,-121.60003,planned
,Renton WWT Facility,3.50,0,,Renton,WA,47.48207,-122.21562,planned
,George DeRuyter & Sons Dairy,1.06,0,,Outlook,WA,46.33132,-120.08767,planned
,West Point Treatment Plant,3.80,0,,Seattle,WA,47.60577,-122.32944,planned
,Snohomish County Dairy Digester,1,0,,Monroe,WA,47.85500,-121.96933,planned
Pendleton County Landfill,East Kentucky Power Cooperative,3.20,0,,Butler,KY,38.79877,-84.32877,planned
,Northern Nevada Corrections Center,1,0,,Carson City,NV,39.16322,-119.76698,planned
,Ponderosa Dairy Anaerobic Digester,10,0,,Amargosa Valley,NV,36.64316,-116.39781,planned
