chem_code,chemalpha_cd,chemname
5033,131225,"SAPONIN"
2847,131250,"SASE"
1316,131300,"SAWDUST"
6007,131301,"SCLEROTINIA MINOR STRAIN IMI 3144141"
5178,131302,"SCOPOLAMINE HYDROBROMIDE TRIHYDRATE"
3792,131305,"SCRATCH FEED"
3793,131307,"SEAWEED"
2848,131310,"SE 1000 PVC RESIN"
2849,131320,"SECBUMETON"
2850,131380,"SENBUCONAZOLE"
1221,132100,"SESAME OIL"
2177,132250,"SETHOXYDIM"
3378,132350,"SHELLAC"
3794,132353,"SHALE"
3795,132356,"SHAMPOO BASE"
603,132400,"SIDURON"
529,132600,"SILICA AEROGEL"
2851,132620,"SILICA, CRYSTALLINE-FUSED"
2852,132625,"SILICA, CRYSTALLINE-QUARTZ"
3557,132627,"SILICA GEL"
2853,132630,"SILICA HYDRATE"
3556,132640,"SILICIC ACID"
3796,132645,"SILICONE"
1917,132650,"SILICONE DEFOAMER"
2854,132660,"SILICONE MOLD RELEASE AGENT SM 2140"
2855,132670,"SILKWORM PUPAE"
2324,132775,"SILVER CHLORIDE"
1556,132800,"SILVER IODIDE, COLLOIDAL"
5150,132815,"SILVER, IONIC"
2856,132850,"SILVER NITRATE"
5765,132875,"SILVER SODIUM HYDROGEN ZIRCONIUM PHOSPHATE"
530,132900,"SILVEX"
828,133000,"SILVEX, BUTOXYETHANOL ESTER"
1832,133050,"SILVEX, BUTOXYPROPYL ESTER"
1902,133075,"SILVEX, DIMETHYLAMINE SALT"
1261,133080,"SILVEX, 2-ETHYLHEXYL ESTER"
829,133100,"SILVEX, ISOOCTYL ESTER"
1323,133200,"SILVEX, POTASSIUM SALT"
349,133300,"SILVEX, PROPYLENE GLYCOL BUTYL ETHER ESTER"
296,133400,"SILVEX, TRIETHANOLAMINE SALT"
1357,133500,"SILVEX, TRIETHYLAMINE SALT"
531,133700,"SIMAZINE"
3532,133750,"SIMETONE"
4097,133760,"SIMETRYN"
772,133900,"SOAP"
3797,133925,"SOAPSTONE"
2858,133950,"SODIUM"
3381,134125,"SODIUM ACID PYROPHOSPHATE"
3382,134175,"SODIUM ALUMINATE"
1206,134200,"SODIUM ALKYLARYL SULFONATE"
2859,134220,"SODIUM ALKYL NAPHTHALENE SULFONATE"
1568,134250,"SODIUM N-ALKYL-N-PALMITOYL TAURATE-IODINE COMPLEX"
3383,134280,"SODIUM ALUMINUM PHOSPHATE"
283,134400,"SODIUM ARSENATE"
534,134500,"SODIUM ARSENITE"
3384,134535,"SODIUM ASCORBATE"
974,134600,"SODIUM BENZENE SULFONATE"
535,134700,"SODIUM BENZOATE"
1134,134800,"SODIUM BICARBONATE"
3980,134825,"SODIUM BICHROMATE DIHYDRATE"
905,134900,"SODIUM BISULFATE"
547,135000,"SODIUM BISULFITE"
3386,135040,"SODIUM BIS(TRIDECYL) SULFOSUCCINATE"
3387,135060,"SODIUM BOROHYDRIDE"
1103,135100,"SODIUM BROMIDE"
6031,135120,"SODIUM BROMOSULFAMATE AND SODIUM CHLOROSULFAMATE"
2860,135150,"SODIUM BUTYL NAPHTHALENE SULFONATE"
1540,135200,"SODIUM PARA-TERT-BUTYLPHENATE"
1673,135250,"SODIUM CACODYLATE"
3388,135275,"SODIUM CAPRYLATE"
854,135300,"SODIUM CARBONATE"
5785,135350,"SODIUM CARBONATE PEROXYHYDRATE"
3390,135375,"SODIUM CETYL SULFATE"
3389,135450,"SODIUM CASEINATE"
536,135500,"SODIUM CHLORATE"
721,135600,"SODIUM CHLORIDE"
2148,135625,"SODIUM CHLORITE"
773,135700,"SODIUM CHLOROPHENATES"
1241,135800,"SODIUM CHROMATE"
1634,135900,"SODIUM CITRATE"
688,136000,"SODIUM CYANIDE"
2089,136050,"SODIUM N-CYCLOHEXYL-N-PALMITOYL TAURATE - IODINE COMPLEX"
3394,136100,"SODIUM DECYL BENZENE SULFONATE"
5866,136125,"SODIUM DECYL SULFATE"
1373,136200,"SODIUM DI (1-ALKENYL) PHENOXY BENZENE DISULFONATE"
3555,136250,"SODIUM DIBUTYL NAPHTHALENE SULFONATE"
205,136300,"SODIUM DICHLORO-S-TRIAZINETRIONE"
1818,136350,"SODIUM DICHLORO-S-TRIAZINETRIONE DIHYDRATE"
3395,136400,"SODIUM DICHROMATE"
3396,136450,"SODIUM DIHEXYL SULFOSUCCINATE"
1022,136500,"SODIUM DIHYDROGEN PHOSPHATE"
3397,136540,"SODIUM DIISOBUTYL NAPHTHALENE SULFONATE"
3845,136545,"SODIUM 1,4-DIISOBUTYL SULFO SUCCINATE"
961,136550,"SODIUM DIISOOCTYLSULFOSUCCINATE"
3398,136560,"SODIUM DIISOPROPYL NAPHTHALENE SULFONATE"
548,136600,"SODIUM DIMETHYL DITHIO CARBAMATE"
3399,136615,"SODIUM DIMETHYL NAPHTHALENE SULFONATE"
1543,136650,"SODIUM DI (MONOETHANOLAMINE) PHOSPHATE"
3400,136675,"SODIUM 1,4-DINONYL SULFOSUCCINATE"
2068,136680,"SODIUM DIOCTYLSULFOSUCCINATE"
774,136800,"SODIUM DODECYLBENZENE SULFONATE"
1569,136900,"SODIUM DODECYLBENZENE SULFONATE - IODINE COMPLEX"
3401,136950,"SODIUM DODECYL DIPHENYL OXIDE SULFONATE"
3403,136970,"SODIUM DODECYL PHENOXY BENZENE DISULFONATE"
3404,136980,"SODIUM DODEYCL POLYOXYETHYLENE SULFATE"
537,137100,"SODIUM FLUORIDE"
538,137200,"SODIUM FLUOSILICATE"
3405,137225,"SODIUM FORMALDEHYDE SULFOXYLATE"
3406,137235,"SODIUM GLUCONATE"
3407,137245,"SODIUM HEPTADECYL SULFATE"
5720,137275,"SODIUM HYDROXYMETHYLGLYCINATE"
1623,137300,"SODIUM HEXAMETAPHOSPHATE"
3408,137340,"SODIUM HYDROSULFITE"
362,137350,"SODIUM HYDROXIDE"
539,137400,"SODIUM HYPOCHLORITE"
3409,137450,"SODIUM HYPOPHOSPHATE"
3410,137460,"SODIUM HYPOPHOSPHITE"
3411,137480,"SODIUM ISOPROPYL NAPHTHALENE SULFONATE"
5867,137490,"SODIUM LAUROAMPHO ACETATE"
3412,137550,"SODIUM N-LAUROYL-N-METHYL TAURINE"
3799,137560,"SODIUM LAURYL ETHER SULFATE"
907,137600,"SODIUM LAURYL SULFATE"
2861,137700,"SODIUM LIGNOSULFONATE"
613,137800,"SODIUM 2-MERCAPTOBENZOTHIAZOLE"
689,138100,"SODIUM METABORATE"
4012,138150,"SODIUM METABORATE OCTAHYDRATE"
4013,138175,"SODIUM METABORATE TETRAHYDRATE"
1840,138200,"SODIUM METASILICATE"
3414,138350,"SODIUM METHACRYLATE"
3415,138375,"SODIUM METHYL NAPHTHALENE SULFONATE"
3416,138385,"SODIUM METHYL NONYL NAPHTALENE SULFONATE"
3419,138390,"SODIUM N-METHYL-N-OLEYL LAURATE"
3417,138425,"SODIUM METHYL SULFATE"
1761,138450,"SODIUM MOLYBDATE"
1372,138500,"SODIUM MONO (1-ALKENYL) PHENOXY BENZENE DISULFONATE"
1873,138550,"SODIUM NAPHTHALENE SULFONATE"
696,138600,"SODIUM NITRATE"
2862,138700,"SODIUM NITRITE"
5118,138725,"SODIUM 2-NITROPHENOXIDE"
5119,138730,"SODIUM 4-NITROPHENOXIDE"
5137,138740,"SODIUM NONANOYLOXYBENZENE SULFONATE "
3420,138750,"SODIUM N-NONYL DIPHENYL ETHER SULFONATE"
3421,138760,"SODIUM NONYLPHENYL POLYOXYETHYLENE SULFATE (4-5 MOLES)"
3886,138775,"SODIUM-1-OCTANE SULFONATE"
3423,138780,"SODIUM OCTYL SULFATE"
5843,138785,"SODIUM ALPHA-OLEFIN (C14-C16) SULFONATE"
3425,138790,"SODIUM OLEOYL ISETHIONATE"
3426,138800,"SODIUM OLEYL SULFATE"
3427,138810,"SODIUM OLEYL TAURINE"
3428,138820,"SODIUM N-PALMITOYL-N-METHYL TAURINE"
1541,138830,"SODIUM PARA-TERT-AMYLPHENATE"
1347,138900,"SODIUM PENTABORATE"
3429,138904,"SODIUM PERBORATE"
3430,138908,"SODIUM PERMANGANATE"
2336,138910,"SODIUM PERSULFATE"
3431,138915,"SODIUM PETROLEUM SULFONATE"
2164,138920,"SODIUM PHENATE"
2863,138975,"SODIUM POLYACRYLATE"
541,139100,"SODIUM POLYSULFIDE"
3434,139150,"SODIUM PROPIONATE"
2144,139200,"SODIUM PYRITHIONE"
2864,139250,"SODIUM PYROARSENATE"
3435,139260,"SODIUM RICINOLEATE"
3436,139270,"SODIUM SALT OF AMINE LAURYL SULFATE"
3800,139272,"SODIUM SALT OF CRESOL SULFONIC ACID CONDENSED WITH UREA"
3801,139273,"SODIUM SALT OF N-COCO BETA AMINE BUTYRIC ACID"
3437,139275,"SODIUM SALT OF OLEIC ACID AMIDE OF PROTEIN HYDROLYSATE"
3438,139280,"SODIUM SALT OF ROSIN"
3439,139288,"SODIUM SALT OF SULFONATED BUTYL OLEATE"
3440,139294,"SODIUM SARCOSINATE"
1292,139300,"SODIUM SESQUICARBONATE"
2865,139330,"SODIUM SILICATE"
2866,139350,"SODIUM SILICOALUMINATE"
3442,139375,"SODIUM SULFAMATE"
3441,139380,"SODIUM STEARATE"
1532,139400,"SODIUM SULFATE"
1661,139500,"SODIUM SULFATE, DIETHYLENE GLYCOL ABIETATE"
1635,139600,"SODIUM SULFITE"
1204,139800,"SODIUM SULFONATES"
908,139900,"SODIUM SULFORICINOLEATE"
3445,139950,"SODIUM SULFOSUCCINATE"
3802,139975,"SODIUM TALLOW SOAP"
5054,140025,"SODIUM TETRABORATE (ANHYDROUS)"
1808,140050,"SODIUM TETRABORATE (PENTAHYDRATE)"
3446,140060,"SODIUM TETRADECYL SULFATE"
2273,140100,"SODIUM TETRATHIOCARBONATE"
848,140200,"SODIUM THIOCYANATE"
332,140300,"SODIUM THIOSULFATE"
3447,140400,"SODIUM TOLUENE SULFONATE"
3448,140450,"SODIUM TRIISOPROPYL NAPHTHALENE SULFONATE"
3449,140475,"SODIUM TRIPHENYL BENZENE SULFONATE"
1024,140500,"SODIUM TRIPOLYPHOSPHATE"
909,140600,"SODIUM XYLENE SULFONATE"
2867,140700,"SOLULAN 98"
2868,140750,"SOLULAN L-575"
3804,140760,"SOLVENT NAPHTHA (PETROLEUM), LIGHT AROMATIC"
3900,140800,"SOLVENT RED 49"
544,141100,"SORBIC ACID"
2869,141200,"SORBITAN DIOLEATE"
2064,141300,"SORBITAN FATTY ACID ESTERS"
3451,141310,"SORBITAN MONOCOCOANATE"
2870,141330,"SORBITAN MONOOLEATE"
2871,141350,"SORBITAN MONOLAURATE"
3452,141360,"SORBITAN MONOSTEARATE"
3805,141365,"SORBITAN SESQUIOLEATE"
2872,141370,"SORBITAN TRIOLEATE"
1629,141400,"SORBITOL"
5922,141405,"SORBITOL OCTANOATE"
3904,141410,"SORGHUM, GRAIN"
2873,141420,"SOY ALKYD RESIN"
3453,141430,"SOYA ETHYL MORPHOLINIUM ETHOSULFATE"
1882,141450,"SOYBEAN FATTY ACIDS, DIMETHYLAMINE SALT"
1308,141500,"SOYBEAN FATTY ACIDS, TERT AMINE SALT"
3807,141530,"SOYBEAN HULLS"
3808,141560,"SOYBEAN MEAL"
2335,141600,"SOYBEAN OIL"
3809,141603,"SOY FLOUR"
3810,141606,"SOY PROTEIN"
2874,141610,"SPD-21-768"
5946,141612,"SPINETORAM"
3983,141615,"SPINOSAD"
5857,141618,"SPIRODICLOFEN"
5858,141619,"SPIROMESIFEN"
5955,141620,"SPIROTETRAMAT"
6010,141622,"SPIROXAMINE"
2875,141625,"SPONTO 168"
2876,141630,"SPONTO AK-30-02BT"
2877,141640,"SPONTO AK31-27A"
2878,141650,"SPONTO AK31-27B"
2879,141660,"SPONTO AK31-38"
2880,141670,"SPONTO AK31-56A"
2881,141680,"SPONTO AK31-56B"
3558,141685,"SPONTO AK31-56M"
2882,141690,"SPONTO N-140B"
2883,141700,"SPONTO N-300B"
2884,141710,"SPONTO N-500B"
2885,141720,"SPONTO 232T"
2886,141730,"SPONTO 234T"
3565,141735,"SPRAY DRIED HONEY POWDER"
2887,141740,"SQUALANE"
2889,141745,"STA-PRO 3000"
1821,141750,"STARCH"
2888,141760,"STARCH-G-POLY (ACRYLAMIDE-CO-SODIUM ACRYLATE)"
3454,141775,"STEARAMINE OXIDE"
2890,141780,"STEARIC ACID"
2892,141800,"STEARYL ALCOHOL"
3455,141850,"STEARYL IMIDAZOLINE"
2894,141950,"STEPANTAN A"
550,142100,"STERILIX"
6036,142200,"STREPTOMYCES ACIDISCABIES STRAIN RL-100T CELLS AND FERMENTATION SOLIDS"
3937,142300,"STREPTOMYCES GRISEOVIRIDIS STRAIN K61"
5891,142350,"STREPTOMYCES LYDICUS WYEC 108"
1217,142400,"STREPTOMYCIN"
3834,142500,"STREPTOMYCIN SULFATE"
553,142600,"STROBANE"
3456,142650,"STRONTIUM DODECYL BENZENE SULFONATE"
554,142700,"STRYCHNINE"
555,142750,"STRYCHNINE SULFATE"
3457,142775,"STYRENE ACRYLIC COPOLYMER"
5399,142780,"STYRENE BUTADIENE COPOLYMER"
3811,142782,"STYRENE/MALEIC ANHYDRIDE COPOLYMER"
3812,142787,"STYRENE/PVP COPOLYMER"
2897,142800,"SUCCINIC ANHYDRIDE"
3458,142900,"SUCROSE OCTAACETATE"
5230,142925,"SUCROSE OCTANOATE"
3459,142950,"SUDAN III"
708,143000,"SUGAR"
3813,143012,"SUGARBEET MEAL"
1645,143025,"SULCOFURON-SODIUM"
2215,143050,"SULFACETAMIDE"
115,143100,"SULFALLATE"
1180,143150,"SULFAMETHAZINE"
1044,143200,"SULFAMIC ACID"
557,143300,"SULFANILAMIDE"
775,143500,"SULFAQUINOXALINE"
3460,143510,"SULFATED DIPENTANE"
1994,143525,"SULFATED LINEAR ALCOHOL ETHOXYLATE, AMMONIUM SALT"
1867,143550,"SULFATHIAZONE"
1489,143600,"SULFATHIAZONE, SODIUM SALT"
5923,143605,"SULFENTRAZONE"
2898,143620,"SULFIDE"
2899,143640,"SULFINYL LACTIC ACID, SODIUM SALT"
2211,143650,"SULFISOXAZOLE"
2314,143660,"SULFLURAMID"
2149,143675,"SULFOMETURON-METHYL"
1236,143700,"SULFONATED ALKYLDIPHENYL OXIDE"
1870,143750,"SULFONATED CASTOR OIL"
3814,143775,"SULFONATED COD OIL"
1119,143800,"SULFONATED CRESOL"
2900,143900,"SULFONATED 2-HYDROXY-4-METHOXY-BENZOPHENONE"
1674,144000,"SULFONATED OLEIC ACID, SODIUM SALT"
2354,144030,"SULFONATED TALL OIL FATTY ACIDS, SODIUM SALTS"
3952,144075,"ALPHA-SULFOSUCCINYL-OMEGA-HYDROXY POLYOXY ETHYLENE ALKYL(C10-16) ETHER, DISODIUM SALT                                            "
5136,144085,"SULFOSULFURON"
558,144100,"SULFOTEP"
90558,144200,"SULFOTEP, OTHER RELATED"
559,144300,"SULFOXIDE"
90559,144400,"SULFOXIDE, OTHER RELATED"
560,144500,"SULFUR"
3461,144575,"SULFUR CHLORIDE"
3462,144590,"SULFUR DICHLORIDE"
561,144600,"SULFUR DIOXIDE"
442,144700,"SULFURIC ACID"
618,144800,"SULFURYL FLUORIDE"
2006,144900,"SULPROFOS"
3815,144905,"SUNFLOWER SEEDS"
2902,144910,"SUN SUPERIOR SPRAY OIL 7N"
2903,144920,"SURE SOL 180"
2904,144930,"SURFLO B11"
2905,144940,"SURFLO B13"
2906,144950,"SURFLO B16"
2907,144960,"SURFLO B17"
2908,144970,"SURFLO B19"
4098,144990,"SWEP"
2910,144995,"SYNTHETIC BEESWAX"
1835,145000,"SYNTHETIC VEGETABLE GUMS"
639,145600,"2,4,5-T"
818,145700,"2,4,5-T, ALKYLAMINE SALT"
819,145800,"2,4,5-T, BUTOXYETHANOL ESTER"
824,145900,"2,4,5-T, BUTOXYPROPYL ESTER"
822,146000,"2,4,5-T, BUTYL ESTER"
1474,146100,"2,4,5-T, DIMETHYLAMINE SALT"
1988,146200,"2,4,5-T, DODECYLAMINE SALT"
1092,146300,"2,4,5-T, 2-ETHYLHEXYL ESTER"
851,146400,"2,4,5-T, ISOOCTYL ESTER"
1097,146700,"2,4,5-T, N-OLEYL-1,3-PROPYLENEDIAMINE SALT"
1989,146900,"2,4,5-T, TETRADECYLAMINE SALT"
850,147000,"2,4,5-T, TRIETHYLAMINE SALT"
1462,147200,"TABU POWDER"
3816,147225,"TACKS"
2911,147250,"TALC"
2912,147300,"TALL OIL"
1389,147325,"TALL OIL FATTY ACIDS"
5880,147330,"TALL OIL FATTY ACIDS DIETHANOLAMIDE"
3463,147350,"TALL OIL FATTY ACID SOAP OF N-ALKYL (C16-C18) PROPYL DIAMINE"
3817,147375,"TALL OIL ROSIN"
5148,147400,"TALLOW"
1499,147600,"TALLOW SOAP"
2914,147700,"TAR ACID OIL"
2915,147800,"TARTARIC ACID"
2155,147820,"TARTRAZINE"
971,148200,"TCMTB"
2916,148220,"T-DET DD-5"
2917,148240,"T-DET N-9.5"
3465,148265,"TEA STEARATE"
3466,148280,"TEA SULFATE"
6012,148282,"TEA TREE OIL"
3850,148290,"TEBUCONAZOLE"
3957,148295,"TEBUFENOZIDE"
1810,148300,"TEBUTHIURON"
2918,148500,"TECNAZENE"
3839,148600,"TEFLUTHRIN"
90574,148700,"TEMASEPT-R, OTHER RELATED"
6021,148800,"TEMBOTRIONE"
1,148950,"TEMEPHOS"
633,148955,"1080"
2919,148960,"TENNECO 225F PVC RESIN"
2920,148962,"TENNECO T500-100"
2921,148965,"TENOX 2"
2922,148970,"TENOX 4"
2923,148980,"TENOX R"
2924,148990,"TENOX S-1"
3943,148995,"TENSIOFIX B7416"
3944,148996,"TENSIOFIX B7453"
577,149000,"TEPP"
90577,149100,"TEPP, OTHER RELATED"
532,149200,"TERBACIL"
3004,149225,"TERBUTHYLAZINE"
51,149250,"TERBUTOL"
2925,149270,"TERBUFOS"
1691,149300,"TERBUTRYN"
91691,149400,"TERBUTRYN, OTHER RELATED"
2927,149440,"TERGITOL 15-S-12 ACRYLATE"
3467,149485,"ALPHA-TERPINEOL"
978,149500,"TERPINEOLS"
580,149800,"TERRAZOLE"
2929,150000,"TERTIARY-BUTYLAMINE PYRIDINETHIOL-1-OXIDE"
3468,150005,"1,3,5,7-TETRAAZA BICYCLO (3.3.1) NONANE, 3,7-DINITROSO"
3559,150100,"TETRACHLOROETHANE"
1174,150200,"TETRACHLOROETHYLENE"
182,150300,"1,3,4,6-TETRACHLOROGLYCOLURIL"
90182,150310,"1,3,4,6-TETRACHLOROGLYCOLURIL, OTHER RELATED"
1675,150400,"2,3,5,6-TETRACHLORO-4-(METHYLSULFONYL) PYRIDINE"
91675,150500,"2,3,5,6-TETRACHLORO-4-(METHYLSULFONYL) PYRIDINE, OTHER RELATED"
777,150600,"TETRACHLOROPHENOL"
1401,150800,"TETRACHLOROPHENOL, ALKYLAMINE SALT"
1455,150900,"TETRACHLOROPHENOL, COCONUT AMINE SALT"
90777,150950,"TETRACHLOROPHENOL, OTHER RELATED"
1753,151000,"TETRACHLOROPHENOL, POTASSIUM SALT"
1725,151100,"2,3,4,6-TETRACHLOROPHENOL, POTASSIUM SALT"
776,151200,"TETRACHLOROPHENOL, SODIUM SALT"
90776,151300,"TETRACHLOROPHENOL, SODIUM SALT, OTHER RELATED"
1898,151350,"3,3,4,4-TETRACHLORO TETRAHYDROTHIOPHENE 1,1-DIOXIDE"
91898,151375,"3,3,4,4-TETRACHLOROTETRAHYDROTHIOPHENE 1,1-DIOXIDE, OTHER RELATED"
305,151390,"TETRACHLORVINPHOS"
1284,151400,"TETRACAINE HYDROCHLORIDE"
5939,151401,"TETRACONAZOLE"
5617,151405,"Z,E-9,12-TETRADECADIEN-1-YL ACETATE"
5108,151410,"(E)-TETRADECEN-1-OL"
6022,151414,"Z-7-TETRADECEN-2-ONE"
5618,151415,"Z-9-TETRADECEN-1-OL"
5022,151425,"E-11-TETRADECEN-1-YL ACETATE"
5023,151430,"Z-11-TETRADECEN-1-YL ACETATE"
2209,151450,"(Z)-9-TETRADECENAL"
5893,151480,"TETRADECYLBENZENESULFONIC ACID"
1166,151500,"TETRADECYLDIMETHYLBENZYLAMMONIUM CHLORIDE"
2930,151600,"TETRADECYL DIMETHYL BENZYL AMMONIUM CHLORIDE DIHYDRATE"
3469,151650,"1-TETRADECYL PYRIDINIUM BROMIDE"
581,151700,"TETRADIFON"
2931,151720,"TETRA ETHYLENE PENTAMINE"
2932,151740,"2,3,5,6-TETRAFLUORO-4-METHYLBENZYL (1RS-CIS-3-Z-2-CHLORO-3,3,3-CARBOXYLATE"
3470,151800,"TETRAGLYCEROL OLEATE"
1923,151825,"TETRAGLYCINE HYDROPERIODIDE"
1802,151850,"TETRAHYDRO ABIETYLAMINE ACETATE"
2933,151870,"TETRAHYDROFURAN"
3471,151885,"TETRAHYDRO FURFURYL ALCOHOL"
582,151900,"TETRAIODO ETHYLENE"
4035,151925,"TETRAKIS (HYDROXYMETHYL) PHOSPHONIUM SULFATE"
3819,151950,"N,N,N1,N1-TETRAKIS (2-HYDROXYPROPYL) ETHYLENE DIAMINE"
1578,152000,"TETRALIN"
1302,152100,"TETRALIN, (1,1,4,4-TETRAMETHYL-6-ETHYL-7-ACETYL)-1"
1695,152200,"TETRAMETHRIN"
91695,152400,"TETRAMETHRIN, OTHER RELATED"
3472,152415,"1,1,2,3-TETRAMETHYL BUTYLAMINE DODECYL BENZENE SULFONATE"
1932,152450,"ALPHA-[PARA-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL]-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
2024,152475,"ALPHA-[PARA-(1,1,3,3,-TETRAMETHYLBUTYL)PHENYL]-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE ESTER"
2934,152500,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL"
1918,152650,"TETRAPOTASSIUM PYROPHOSPHATE"
3473,152700,"TETRASODIUM DICARBOXY ETHYL STEARYL SULFOSUCCINATE"
3474,152725,"TETRASODIUM PYROPHOSPHATE"
2935,152800,"TEXAPHOR SPECIAL"
3524,152900,"TF-310"
586,153000,"THANITE"
90586,153100,"THANITE, OTHER RELATED"
587,153200,"THIABENDAZOLE"
1952,153250,"THIABENDAZOLE, HYPOPHOSPHITE SALT"
5888,153251,"THIACLOPRID"
5598,153252,"THIAMETHOXAM"
3984,153255,"THIAZOPYR"
2936,153260,"THICKENER, UNKNOWN"
2162,153275,"THIDIAZURON"
6016,153280,"THIENCABAZONE-METHYL"
2237,153285,"THIFENSULFURON-METHYL"
1933,153290,"THIOBENCARB"
2937,153295,"THIOBENCARB SULFOXIDE"
356,153300,"BETA-THIOCYANOETHYL ESTERS OF MIXED FATTY ACIDS"
2202,153400,"THIODICARB"
2938,153420,"THIOFANOX"
2939,153440,"THIONAZIN"
1684,153500,"THIOPHANATE"
1696,153600,"THIOPHANATE-METHYL"
2940,153650,"THIOUREA"
589,153700,"THIRAM"
3853,153725,"THIXATROL ST"
2495,153745,"THURINGIENSIN"
2941,153750,"THURINGIENSIN, CALCIUM SALT"
2330,153800,"THYME"
6014,153850,"THYME OIL"
991,153900,"THYMOL"
2942,153910,"TITANIUM DIOXIDE"
3476,153915,"TITANIUM SULFATE"
2943,153920,"T-MULZ AO2"
2944,153930,"T-MULZ 565"
2945,153940,"T-MULZ O"
2946,153950,"T-MULZ PB"
2947,153960,"T-MULZ VO"
2948,153970,"T-MULZ W"
2949,153980,"T-MULZ 94W"
3932,153990,"TOBACCO"
1281,154000,"TOLUENE"
3477,154100,"TOLUENE, 2,4-DIISOCYANATE"
1235,154200,"PARA-TOLUENE SULFONIC ACID"
3478,154375,"O-TOLYL BIGUANIDE"
3542,154380,"TOLYLFLUANID"
2950,154400,"TOLYL TRIAZOLE"
4060,154455,"TOTAL CHLORTHAL DIMETHYL METABOLITES"
594,154500,"TOXAPHENE"
2951,154550,"TOXIMUL 500"
3918,154560,"TOXIMUL 850 M"
2952,154570,"TOXIMUL D"
2953,154580,"TOXIMUL H"
2954,154590,"TOXIMUL P"
2955,154600,"TOXIMUL TA-5"
4099,154605,"TPA"
5457,154607,"TRALKOXYDIM"
2329,154610,"TRALOMETHRIN"
5965,154625,"TRALOPYRIL"
2956,154640,"TRANID"
3479,154650,"TRIACETIN"
2133,154660,"TRIADIMEFON"
2307,154680,"TRIADIMENOL"
49,154700,"TRIALLATE"
2957,154740,"TRIARYL METHANE"
5100,154745,"TRIASULFURON"
5517,154765,"TRIAZAMATE"
3560,154790,"1,2,4-TRIAZOLE"
2958,154800,"TRIAZOLYL ALANINE"
3543,154810,"TRIAZOPHOS"
2338,154820,"TRIBENURON-METHYL"
833,154840,"3,4',5-TRIBROMOSALICYLANILIDE"
90833,154841,"3,4',5-TRIBROMOSALICYLANILIDE, OTHER RELATED"
3480,154850,"TRIBUTYL PHOSPHATE"
190,154860,"S,S,S-TRIBUTYL PHOSPHOROTRITHIOATE"
6000,154870,"TRIBUTYL TETRADECYL PHOSPHONIUM CHLORIDE"
2097,154900,"TRIBUTYLTIN ACETATE"
1114,154940,"TRIBUTYLTIN BENZOATE"
1891,154970,"TRIBUTYLTIN CHLORIDE"
1412,155000,"TRIBUTYLTIN CHLORIDE COMPLEX OF ETHYLENE OXIDE CONDENSATE OF ABIETYLAMINE"
938,155050,"TRIBUTYLTIN CHLORIDE, MYRISTYLAMINE SALT"
1030,155100,"TRIBUTYLTIN FLUORIDE"
1115,155200,"TRIBUTYLTIN ISOPROPYL SUCCINATE"
1116,155300,"TRIBUTYLTIN LINOLEATE"
2185,155320,"TRI-N-BUTYLTIN MALEATE"
2179,155330,"TRIBUTYLTIN METHACRYLATE"
1985,155350,"TRIBUTYLTIN MONOPROPYLENE GLYCOL MALEATE"
1035,155400,"TRIBUTYLTIN NEODECANOATE"
569,155450,"TRIBUTYLTIN OXIDE"
1732,155500,"TRIBUTYLTIN RESINATE"
88,155700,"TRICHLORFON"
542,155850,"TRICHLOROACETIC ACID, SODIUM SALT"
1619,156300,"TRICHLOROBENZENE"
600,156400,"1,2,4-TRICHLOROBENZENE"
800,156500,"2,3,6-TRICHLOROBENZOIC ACID, DIMETHYLAMINE SALT"
90800,156501,"2,3,6-TICHLOROBENZOIC ACID, DIMETHYLAMINE SALT, OTHER RELATED"
138,156800,"1,1,1-TRICHLOROETHANE"
1425,156900,"1,1,2-TRICHLOROETHANE"
595,157000,"TRICHLORO ETHYLENE"
1460,157025,"TRICHLOROFLUOROMETHANE"
407,157050,"TRICHLORO-S-TRIAZINETRIONE"
1023,157100,"TRICHLOROMELAMINE"
5001,157175,"TRICHLORONATE"
1382,157500,"2,4,5-TRICHLOROPHENOL"
1050,157600,"2,4,5-TRICHLOROPHENOL, POTASSIUM SALT"
91050,157700,"2,4,5-TRICHLOROPHENOL, POTASSIUM SALT, OTHER RELATED"
1656,157800,"2,4,5-TRICHLOROPHENOL, SODIUM SALT"
91656,157805,"2,4,5-TRICHLOROPHENOL, SODIUM SALT, OTHER RELATED"
640,157900,"2,4,6-TRICHLOROPHENOL"
1189,157901,"2,4,6-TRICHLOROPHENOL"
960,157950,"2,4,6-TRICHLOROPHENOL, SODIUM SALT"
90960,157955,"2,4,6-TRICHLOROPHENOL, SODIUM SALT, OTHER RELATED"
1819,158050,"2,3,5-TRICHLORO-4-(PROPYLSULFONYL) PYRIDINE"
91819,158060,"2,3,5-TRICHLORO-4-(PROPYLSULFONYL)PYRIDINE, OTHER RELATED"
2960,158100,"1,1,2-TRICHLORO-1,2,2-TRIFLUORO-ETHANE"
3977,158105,"TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2"
4016,158107,"TRICHODERMA HARZIANUM RIFAI STRAIN T-39"
